19,16.5,19.5,1719091164408
19,16.5,19.5,1719091164645
19,16.5,19.5,1719091164746
19,16.5,19.5,1719091164847
19,16.5,19.5,1719091164948
19,16.5,19.5,1719091165050
19,16.5,19.5,1719091165151
19,16.5,19.5,1719091165251
19,16.5,19.5,1719091165353
19,16.5,19.5,1719091165454
19,16.5,19.5,1719091165555
19,16.5,19.5,1719091165656
19,16.5,19.5,1719091165757
19,16.5,19.5,1719091165859
19,16.5,19.5,1719091165959
19,16.5,19.5,1719091166060
19,16.5,19.5,1719091166162
19,16.5,19.5,1719091166262
19,16.5,19.5,1719091166363
19,16.5,19.5,1719091166463
19,16.5,19.5,1719091166565
19,16.5,19.5,1719091166667
19,16.5,19.5,1719091166768
19,16.5,19.5,1719091166869
19,16.5,19.5,1719091166970
19,16.5,19.5,1719091167071
19,16.5,19.5,1719091167171
19,16.5,19.5,1719091167271
19,16.5,19.5,1719091167372
19,16.5,19.5,1719091167473
19,16.5,19.5,1719091167573
19,16.5,19.5,1719091167674
19,16.5,19.5,1719091167775
19,16.5,19.5,1719091167876
19,16.5,19.5,1719091167976
19,16.5,19.5,1719091168077
19,16.5,19.5,1719091168178
19,16.5,19.5,1719091168279
19,16.5,19.5,1719091168379
19,16.5,19.5,1719091168480
19,16.5,19.5,1719091168581
19,16.5,19.5,1719091168681
19,16.5,19.5,1719091168782
19,16.5,19.5,1719091168884
19,16.5,19.5,1719091168984
19,16.5,19.5,1719091169085
19,16.5,19.5,1719091169186
19,16.5,19.5,1719091169287
19,16.5,19.5,1719091169388
19,16.5,19.5,1719091169489
19,16.5,19.5,1719091169589
19,16.5,19.5,1719091169690
19,16.5,19.5,1719091169791
19,16.5,19.5,1719091169891
19,16.5,19.5,1719091169993
19,16.5,19.5,1719091170094
19,16.5,19.5,1719091170194
19,16.5,19.5,1719091170294
19,16.5,19.5,1719091170395
19,16.5,19.5,1719091170496
19,16.5,19.5,1719091170598
19,16.5,19.5,1719091170699
19,16.5,19.5,1719091170799
19,16.5,19.5,1719091170900
19,16.5,19.5,1719091171001
19,16.5,19.5,1719091171103
19,16.5,19.5,1719091171204
19,16.5,19.5,1719091171304
19,16.5,19.5,1719091171405
19,16.5,19.5,1719091171506
19,16.5,19.5,1719091171607
19,16.5,19.5,1719091171709
19,16.5,19.5,1719091171809
19,16.5,19.5,1719091171910
19,16.5,19.5,1719091172011
19,16.5,19.5,1719091172112
19,16.5,19.5,1719091172213
19,16.5,19.5,1719091172313
19,16.5,19.5,1719091172413
19,16.5,19.5,1719091172515
19,16.5,19.5,1719091172615
19,16.5,19.5,1719091172716
19,16.5,19.5,1719091172818
19,16.5,19.5,1719091172919
19,16.5,19.5,1719091173019
19,16.5,19.5,1719091173120
19,16.5,19.5,1719091173221
19,16.5,19.5,1719091173322
19,16.5,19.5,1719091173423
19,16.5,19.5,1719091173523
19,16.5,19.5,1719091173623
19,16.5,19.5,1719091173725
19,16.5,19.5,1719091173826
19,16.5,19.5,1719091173927
19,16.5,19.5,1719091174027
19,16.5,19.5,1719091174128
19,16.5,19.5,1719091174229
19,16.5,19.5,1719091174330
19,16.5,19.5,1719091174431
19,16.5,19.5,1719091174531
19,16.5,19.5,1719091174631
19,16.5,19.5,1719091174733
19,16.5,19.5,1719091174833
19,16.5,19.5,1719091174935
19,16.5,19.5,1719091175036
